Character,Moon,CharMoon,Move,Damage,Red Damage,Proration,Cancel,Guard,First Active,Active,Recovery,Frame Adv,TotalFrames,Circuit,Image,Image2
V.Sion,Crescent_Moon,C-V.Sion,Terror News (Lie) (EX),850*3 (2124),(1713),93%*3 (M),-,LHA,5+12,"1, 1, 1",27,8,44,-100.0%,https://mizuumi.wiki/images/0/0c/MBCVSion236A.png,
V.Sion,Crescent_Moon,C-V.Sion,Terror News (Malice) (A),1200,882,70% (O),-,LH,11,2,29,-7,41,13.0%,https://mizuumi.wiki/images/6/61/MBCVSion623A.png,
V.Sion,Crescent_Moon,C-V.Sion,Terror News (Malice) (B),800*2 (1379),(843),85%*2 (M),-,LHA,11,"1, 1",32,-3,41,8.0%*2 (16.0%),https://mizuumi.wiki/images/6/61/MBCVSion623A.png,
V.Sion,Crescent_Moon,C-V.Sion,Terror News (Malice) (EX),"300, 500*6 (2969)",(2260),100%,-,LH,6+4,2,41,-25,41,-100.0%,https://mizuumi.wiki/images/6/61/MBCVSion623A.png,
V.Sion,Crescent_Moon,C-V.Sion,Replicant Conductor (Osiris) ((Arcueid)),400*4 (1353),(828),94%*4 (M),-,LHA,36,"1, 1 (2) 2 (2) 2",64,-4~18 (vs. Stand) -4~8 (vs. Crouch),,3.0%*4 (12.0%),https://mizuumi.wiki/images/3/3f/MB_H_VSion_214A.png,
V.Sion,Crescent_Moon,C-V.Sion,Replicant Conductor (Osiris) ((Satsuki)),1000,686,50% (O),-,LH,123,2,43,-,,10.0%,https://mizuumi.wiki/images/3/3f/MB_H_VSion_214A.png,
V.Sion,Crescent_Moon,C-V.Sion,Replicant Conductor (Osiris) ((Akiha)),1500,1078,80% (M),-,LH,96,2,45,-,,10.0%,https://mizuumi.wiki/images/3/3f/MB_H_VSion_214A.png,
V.Sion,Crescent_Moon,C-V.Sion,Replicant Conductor (Isis) ((Arcueid)),400*4 (1353),(828),94%*4 (M),-,LHA,57,"1, 1 (2) 2 (2) 2",58,-,,3.0%*4 (12.0%),https://mizuumi.wiki/images/b/be/MBCVSion421A.png,
V.Sion,Crescent_Moon,C-V.Sion,Replicant Conductor (Isis) ((Satsuki)),1000,686,50% (O),-,LH,122,2,40,-,,10.0%,https://mizuumi.wiki/images/b/be/MBCVSion421A.png,
V.Sion,Crescent_Moon,C-V.Sion,Replicant Conductor (Isis) ((Akiha)),1500,1078,80% (M),-,LH,105,2,42,-,,10.0%,https://mizuumi.wiki/images/b/be/MBCVSion421A.png,
V.Sion,Crescent_Moon,C-V.Sion,Replicant Conductor (Horus) ((Ciel)),250*6 (1195),(862),"80%*3 (O), 90%*3 (M)",-,LHA,3+28,X (22) X (21) X,3+30,-,,-150.0%,https://mizuumi.wiki/images/6/6c/MBCVSion63214C.png,
V.Sion,Crescent_Moon,C-V.Sion,Cruel Blood,3000,2181,100%,-,U (Whiffs vs Air.),13+0,2,39,-,54,removes all,https://mizuumi.wiki/images/9/9f/MBCVSionAD.png,
V.Sion,Crescent_Moon,C-V.Sion,Cruel Blood,4200,3491,100%,-,U (Whiffs vs Air.),14+0,1,39,-,54,removes all,https://mizuumi.wiki/images/a/af/MBCVSionAAD.png,
V.Sion,Crescent_Moon,C-V.Sion,No Ark,3500 ~ 7000,2800 ~ 5100,50% + 50% * remaining BH time,-,U,5,1,22,-,27,removes all,https://mizuumi.wiki/images/b/b9/MBCVSionLA.png,
Wara,Full_Moon,F-Wara,5A,500,303,78% (O),"-SE-, -N-, -SP-, -EX-, (J)",LH,5,4,5,3,13,4.5%,https://mizuumi.wiki/images/4/41/MBFWarachia5A.png,
Wara,Full_Moon,F-Wara,5B,"600, 450*2 (1284)",(746),80% (O),"N, SP, EX, (J)",LH,9,"3, 3, 3",12,2,29,"6.3%, 4.05%*2 (14.4%)",https://mizuumi.wiki/images/4/4a/MBFWarachia5B.png,
Wara,Full_Moon,F-Wara,5C,500*3 (1452),(880),100%,"N, SP, EX, (J)",LH,11,"2, 3, 4",15,-1/-4,34,4.5%*3 (13.5%),https://mizuumi.wiki/images/4/4b/MBFWarachia5C.png,
Wara,Full_Moon,F-Wara,2A,300,151,76% (O),"-SE-, -N-, -SP-, -EX-, (J)",L,4,4,5,3,12,2.1%,https://mizuumi.wiki/images/9/9f/MBFWarachia2A.png,
Wara,Full_Moon,F-Wara,2B,400*2 (748),(566),90% (O),"N, SP, EX, (J)",L,8,"4, 3",8,4,22,3.6%*2 (7.2%),https://mizuumi.wiki/images/5/55/MBFWarachia2B.png,
Wara,Full_Moon,F-Wara,2C (2C),"800, 600 (1157)",(846),70% (O),"N, SP, EX, (J)",LH,11,"4, 4",17,-3,35,"7.2%, 5.4% (12.6%)",https://mizuumi.wiki/images/d/d8/MBFWarachia2C.png,
Wara,Full_Moon,F-Wara,2C (2[C]),"1000, 700 (1417)",(1007),70% (O),"N, SP, EX, (J)",LH,20,"4, 4",10,4,35,"9.0%, 6.3% (15.3%)",https://mizuumi.wiki/images/d/d8/MBFWarachia2C.png,
Wara,Full_Moon,F-Wara,j.A,300,101,75% (O),"SE, N, SP, EX, J",HA,7,4,10,-,20,2.1%,https://mizuumi.wiki/images/0/00/MBFWarachiajA.png,
Wara,Full_Moon,F-Wara,j.B,800,606,90% (O),"N, SP, EX, J",HA,9,10,-,-,18,7.2%,https://mizuumi.wiki/images/8/8a/MBCWarachiajB.png,
Wara,Full_Moon,F-Wara,j.C,400*3 (1162),(702),100%,"N, SP, EX, J",HA,12,"2, 2, 4",-,-,19,5.4%*3 (16.2%),https://mizuumi.wiki/images/f/fb/MBCWarachiajC.png,
Wara,Full_Moon,F-Wara,6C (6C),1000,707,75% (O),"SP, EX, (J)",LHA,16,7,19,-8,41,11.7%,https://mizuumi.wiki/images/9/90/MBCWarachia6C.png,
Wara,Full_Moon,F-Wara,6C (6[C]),1500,1010,60% (O),"SP, EX, (J)",H,29,7,14,-3,41,13.5%,https://mizuumi.wiki/images/9/90/MBCWarachia6C.png,
Wara,Full_Moon,F-Wara,j.2C,1000,606,60% (O),N/A,HA,22,2,-,-,23,9.9%,https://mizuumi.wiki/images/3/39/MBCWarachiaj2C.png,
Wara,Full_Moon,F-Wara,Ground Throw,1300,606,60%,-,U,3,1,22,-,25,0.0%,https://mizuumi.wiki/images/0/0f/MBCWarachiaThrow.png,
Wara,Full_Moon,F-Wara,Air Throw,1600 (Raw)/1200,505,30%,(Any if Raw),U,2,1,Until Landing+12,-,14,0.0%,https://mizuumi.wiki/images/a/ad/MBCWarachiaThrowAir.png,
Wara,Full_Moon,F-Wara,Shield Counter (Ground),500 (345),202,50%,"(SP), (EX), (J)",LHA,9,4,18,-4,30,4.5%,https://mizuumi.wiki/images/3/3f/MBHWarachiaSC.png,
Wara,Full_Moon,F-Wara,Shield Counter (Aerial),500 (345),202,50%,-,HA,9,2,-,-,30,3.5%,https://mizuumi.wiki/images/3/3f/MBHWarachiaSC.png,
Wara,Full_Moon,F-Wara,Shield Bunker (Bunker),500,202,50%,-,LHA,26,4,19,-5,48,0.0% (-50.0% in blockstun),https://mizuumi.wiki/images/b/be/MBCWarachia214D.png,
Wara,Full_Moon,F-Wara,Shield Bunker ((Clash)),500,202,50%,-,LHA,7,4,19,-5,48,0.0%/-50.0%,https://mizuumi.wiki/images/b/be/MBCWarachia214D.png,
Wara,Full_Moon,F-Wara,Blood Heat,100,0,100%,-,U,21,8,25,-,53,-100.0% (min),https://mizuumi.wiki/images/c/c7/MBCWarachiaHeat.png,
Wara,Full_Moon,F-Wara,Circuit Spark (Ground),100,0,100%,-,U,11,10,20,-,40,removes all,https://mizuumi.wiki/images/8/86/MBCWarachiaCSpark.png,
Wara,Full_Moon,F-Wara,Circuit Spark (Air),100,0,100%,-,U,12,10,Until Landing+15,-,40,removes all,https://mizuumi.wiki/images/8/86/MBCWarachiaCSpark.png,
Wara,Full_Moon,F-Wara,(Dash) (66),-,-,-,-,-,-,-,10 (11~35),-,,-,https://mizuumi.wiki/images/b/b3/MBFWarachiaDash.png,
Wara,Full_Moon,F-Wara,(Dash) (j.66),-,-,-,-,-,-,-,9 (19),-,,-,https://mizuumi.wiki/images/b/b3/MBFWarachiaDash.png,
Wara,Full_Moon,F-Wara,(Dash) (j.44),-,-,-,-,-,-,-,11 (11),-,,-,https://mizuumi.wiki/images/b/b3/MBFWarachiaDash.png,
Wara,Full_Moon,F-Wara,Virus Egg (Demagogue) (A),100,101,70% (O),-,LHA,15,X,41,-21,55,4.5%,https://mizuumi.wiki/images/4/42/MBFWarachia236A.png,
Wara,Full_Moon,F-Wara,Virus Egg (Demagogue) (B),100,101,70% (O),-,LHA,29,X,29,-9,55,4.5%,https://mizuumi.wiki/images/4/42/MBFWarachia236A.png,
Wara,Full_Moon,F-Wara,Virus Egg (Demagogue) (EX),1500,1212,70% (O),-,LHA,6+23,X,29,-3,55,-100.0%,https://mizuumi.wiki/images/4/42/MBFWarachia236A.png,
Wara,Full_Moon,F-Wara,Creature Channel (Conflict) (A),350*6 (1935),(1116),100%,-EX-,LHA,10,40,28,-8,77,2.7%*6 (16.2%),https://mizuumi.wiki/images/8/83/MBFWarachia623A.png,
Wara,Full_Moon,F-Wara,Creature Channel (Conflict) (B),350*7 (2219),(1279),100%,-EX-,LHA,18,46,28,-8,77,2.7%*7 (18.9%),https://mizuumi.wiki/images/8/83/MBFWarachia623A.png,
Wara,Full_Moon,F-Wara,Creature Channel (Conflict) (EX),400*17 (2456),(1855),50% (O),-,LHA,11+11,108,35,-10,77,-100.0%,https://mizuumi.wiki/images/8/83/MBFWarachia623A.png,
Wara,Full_Moon,F-Wara,Black Crack (A),100*N,50*N,100%,-,U,30,X,9,-,38,1.8%*N,https://mizuumi.wiki/images/8/84/MBFWarachia214A.png,
Wara,Full_Moon,F-Wara,Black Crack (B),150*N,101*N,100%,-,U,30,X,9,-,38,4.5%*N,https://mizuumi.wiki/images/8/84/MBFWarachia214A.png,
Wara,Full_Moon,F-Wara,Black Crack (EX),300*N,202*N,100%,-,U,2+27,X,10,-,38,"-100.0%, 4.5%*N",https://mizuumi.wiki/images/8/84/MBFWarachia214A.png,
Wara,Full_Moon,F-Wara,Creature Channel (S) (A),-,-,-,-,-,14,-,13,-,26,-,https://mizuumi.wiki/images/c/c8/MBCWarachia421ABC.png,
Wara,Full_Moon,F-Wara,Creature Channel (S) (B),-,-,-,-,-,14,-,22,-,26,-,https://mizuumi.wiki/images/c/c8/MBCWarachia421ABC.png,
Wara,Full_Moon,F-Wara,Creature Channel (S) (C),-,-,-,-,-,14,-,28,-,26,-,https://mizuumi.wiki/images/c/c8/MBCWarachia421ABC.png,
Wara,Full_Moon,F-Wara,Fumble Code (Apothesis) (A),250*9 (1753),(1417),100%,-EX-,LHA,25,X,18,-7,42,1.8%*9 (16.2%),https://mizuumi.wiki/images/8/83/MBCWarachia22AB.png,
Wara,Full_Moon,F-Wara,Fumble Code (Apothesis) ([A]),250*9 (1753),(1417),100%,-EX-,LHA,24,X,21,-7,42,1.8%*9 (16.2%),https://mizuumi.wiki/images/8/83/MBCWarachia22AB.png,
Wara,Full_Moon,F-Wara,Fumble Code (Apothesis) (B),250*9 (1753),(1417),100%,-EX-,LHA,25,X,20,-9,42,1.8%*9 (16.2%),https://mizuumi.wiki/images/8/83/MBCWarachia22AB.png,
Wara,Full_Moon,F-Wara,Fumble Code (Apothesis) ([B]),250*9 (1753),(1417),100%,-EX-,LHA,24,X,23,-9,42,1.8%*9 (16.2%),https://mizuumi.wiki/images/8/83/MBCWarachia22AB.png,
Wara,Full_Moon,F-Wara,Fumble Code (Apothesis) (EX),250*N,101*N,100%,-,LHA,6+12,X,44,-8 to +34,42,-100.0%,https://mizuumi.wiki/images/8/83/MBCWarachia22AB.png,
Wara,Full_Moon,F-Wara,Virus Egg (Demagogue) (Air) (A),100,101,70% (O),-,LHA,17,X,Until Landing+12,-6 (TK),28,4.5%,https://mizuumi.wiki/images/a/a4/MBFWarachiaj236A.png,
Wara,Full_Moon,F-Wara,Virus Egg (Demagogue) (Air) (B),100,101,70% (O),-,LHA,17,X,Until Landing+12,-1,28,4.5%,https://mizuumi.wiki/images/a/a4/MBFWarachiaj236A.png,
Wara,Full_Moon,F-Wara,Virus Egg (Demagogue) (Air) (EX),1500,1212,70% (O),-,LHA,1+20,X,Until Landing+12,2 (TK),28,-100.0%,https://mizuumi.wiki/images/a/a4/MBFWarachiaj236A.png,
Wara,Full_Moon,F-Wara,Creature Channel (No Id)(Ex: Creature Channel (Gestalt)) (A / [A]),350*N,202*N,100%,-,LHA,13,17~48,53~54 / 73~74,-,,2.7%*N,https://mizuumi.wiki/images/5/5a/MBCWarachiaj421AB.png,
Wara,Full_Moon,F-Wara,Creature Channel (No Id)(Ex: Creature Channel (Gestalt)) (B / [B]),280*N,151*N,100%,-,LHA,13,19~66,61~62 / 81~82,-,,1.35%*N,https://mizuumi.wiki/images/5/5a/MBCWarachiaj421AB.png,
Wara,Full_Moon,F-Wara,Creature Channel (No Id)(Ex: Creature Channel (Gestalt)) (EX),500*N,404*N,100%,-,LHA,1+13,31~67,57~93,-,,-100.0%,https://mizuumi.wiki/images/5/5a/MBCWarachiaj421AB.png,
Wara,Full_Moon,F-Wara,Night on the Blood Liar (Unzanity),"100, 500*10, 4000 (3284)",(2584),50% (O),-,LHA,6+13,1 (1) 2 (2) 2 (2) 2 (2) 2 (2) 2 (4) 2,48,-32,92,removes all,https://mizuumi.wiki/images/2/2b/MBCWarachiaAD.png,
Wara,Full_Moon,F-Wara,Night on the Blood Liar (Inzanity),"220*21 , 500 , 1000 , 1800*2 , 1300 , 4000 (5014)","180*21 , 250 , 650 , 1300*2 , 1000 , 3200 (3660)","100%*21 , 88% , 75% , 85% (M)*2 , 70% , 100%",-,LHA,5+12,2 (2)*50 (4) 2 / 2 (2)*4 1 (1) 2,46,-27,62,removes all,https://mizuumi.wiki/images/7/73/MBCWarachiaAAD.png,
Wara,Full_Moon,F-Wara,Night Ruler the Blood Dealer,"470*30, 290*11 (3733 ~ 6998)","400*30, 200*11 (3090 ~ 5775)",50% + 50% * remaining BH time,-,U,6+9,X (2) X (2) 63,46,-,127,removes all,https://mizuumi.wiki/images/b/b6/MBCWarachiaLA.png,
Wara,Half_Moon,H-Wara,5A (5A),300,172,78% (O),"-SE-, -N-, -SP-, -CH-, -EX-, (J)",LH,5,3,9,0,16,2.1%,https://mizuumi.wiki/images/f/fa/MBCWarachia5A.png,
Wara,Half_Moon,H-Wara,5A (5A~6A),600,384,80% (M),"N, SP, -CH-, EX, (J)",LH,8,4,16,-5,16,4.2%,https://mizuumi.wiki/images/f/fa/MBCWarachia5A.png,
Wara,Half_Moon,H-Wara,5A (5A~6A~6A),1000,768,60% (O),"(N), SP, EX, (J)",LH,10,4,17,-3,16,7.0%,https://mizuumi.wiki/images/f/fa/MBCWarachia5A.png,
Wara,Half_Moon,H-Wara,5B,800,480,90% (O),"N, SP, EX, (J)",LH,8,4,13,-2,24,5.6%,https://mizuumi.wiki/images/9/91/MBHWarachia5B.png,
Wara,Half_Moon,H-Wara,5C,"600, 500, 400 (1459)",(747),100%,"N, SP, EX, (J)","LH (1), LHA (2)",15,"3, 3, 3",13,2,36,2.8%*3 (8.4%),https://mizuumi.wiki/images/4/4a/MBCWarachia5C.png,
Wara,Half_Moon,H-Wara,2A,300,144,76% (O),"-SE-, -N-, -SP-, -EX-, (J)",L,6,3,9,0,17,2.1%,https://mizuumi.wiki/images/e/ea/MBHWarachia2A.png,
Wara,Half_Moon,H-Wara,2B,750,460,80% (O),"N, SP, EX, (J)",LH,8,6,19,-10,32,5.6%,https://mizuumi.wiki/images/8/81/MBHWarachia2B.png,
Wara,Half_Moon,H-Wara,2C (2C),"800, 400 (1131)",(692),65% (O),"N, SP, EX, (J)",L,10,"6, 4",21,-7,40,6.3%*2 (12.6%),https://mizuumi.wiki/images/4/43/MBCWarachia2C.png,
Wara,Half_Moon,H-Wara,j.A,300,96,75% (O),"SE, N, SP, EX, J",LHA,6,4,-,-,9,2.1%,https://mizuumi.wiki/images/9/9f/MBCWarachiajA.png,
Wara,Half_Moon,H-Wara,j.B,"600, 400 (967)",(464),95%*2 (M),"N, SP, EX, J",HA,8,"4, 6",-,-,17,4.2%*2 (8.4%),https://mizuumi.wiki/images/8/8a/MBCWarachiajB.png,
Wara,Half_Moon,H-Wara,j.C,400*3 (1162),(667),100%,"N, SP, EX, J",HA,13,"2, 2, 4",-,-,20,4.2%*3 (12.6%),https://mizuumi.wiki/images/f/fb/MBCWarachiajC.png,
Wara,Half_Moon,H-Wara,6C,1000,672,75% (O),"N, SP, EX, (J)",LHA,18,7,19,-8,43,9.1%,https://mizuumi.wiki/images/9/90/MBCWarachia6C.png,
Wara,Half_Moon,H-Wara,j.2C,1000,576,60% (O),"N, SP, EX, J",HA,22,2,-,-,23,7.7%,https://mizuumi.wiki/images/3/39/MBCWarachiaj2C.png,
Wara,Half_Moon,H-Wara,Ground Throw,1300,576,60%,-,U,3,1,22,-,25,0.0%,https://mizuumi.wiki/images/0/0f/MBCWarachiaThrow.png,
Wara,Half_Moon,H-Wara,Air Throw,1600 (Raw)/1200,480,30%,(Any if Raw),U,2,1,Until Landing+12,-,14,0.0%,https://mizuumi.wiki/images/a/ad/MBCWarachiaThrowAir.png,
Wara,Half_Moon,H-Wara,Shield Counter (Standing),500 (345),198,50%,"(SP), (EX), (J)",LHA,9,4,18,-4,30,3.5%,https://mizuumi.wiki/images/3/3f/MBHWarachiaSC.png,
Wara,Half_Moon,H-Wara,Shield Counter (Crouching),1500 (1117),714,50%,"(SP), (EX)",LA,9,4,18,-4,30,10.5%,https://mizuumi.wiki/images/3/3f/MBHWarachiaSC.png,
Wara,Half_Moon,H-Wara,Shield Counter (Aerial),500 (345),198,50%,-,HA,9,2,-,-,30,3.5%,https://mizuumi.wiki/images/3/3f/MBHWarachiaSC.png,
Wara,Half_Moon,H-Wara,Shield Bunker (Neutral),500,192,50%,-,LHA,26,4,19,-5,48,0.0%,https://mizuumi.wiki/images/b/be/MBCWarachia214D.png,
Wara,Half_Moon,H-Wara,Shield Bunker ((Clash)),500,192,50%,-,LHA,7,4,19,-5,48,0.0%,https://mizuumi.wiki/images/b/be/MBCWarachia214D.png,
Wara,Half_Moon,H-Wara,Shield Bunker (Blockstun),0,0,100%,-,LHA,19,3,22,-7,48,-100.0%,https://mizuumi.wiki/images/b/be/MBCWarachia214D.png,
Wara,Half_Moon,H-Wara,Circuit Spark (Ground),100,0,100%,-,U,11,10,20,-,40,removes all,https://mizuumi.wiki/images/8/86/MBCWarachiaCSpark.png,
Wara,Half_Moon,H-Wara,Circuit Spark (Air),100,0,100%,-,U,12,10,Until Landing+15,-,40,removes all,https://mizuumi.wiki/images/8/86/MBCWarachiaCSpark.png,
Wara,Half_Moon,H-Wara,Bad News (Lie) (A),500*3 (1452),(697),100%,-EX-,"LHA (1), HA (2, Whiffs vs. Crouch.)",11,"1, 1, 1",27,-6 ~ 8,40,4.2%*3 (12.6%),https://mizuumi.wiki/images/2/2d/MBCWarachia236A.png,
Wara,Half_Moon,H-Wara,Bad News (Lie) (B),700*3 (2034),(891),100%,-EX-,LHA,18,"1, 1, 1",36,-7 ~ -1,40,5.25%*3 (15.75%),https://mizuumi.wiki/images/2/2d/MBCWarachia236A.png,
Wara,Half_Moon,H-Wara,Bad News (Lie) (EX),620*6 (2728),(1478),95%*6 (M),-,LHA,4+15,"1, 1, 1, 1, 1, 1",52,1,40,-100.0%,https://mizuumi.wiki/images/2/2d/MBCWarachia236A.png,
Wara,Half_Moon,H-Wara,Bad News (Malice) (A),1300,960,70% (O),-,LH,10,4,24,-10,37,7.0%,https://mizuumi.wiki/images/4/4e/MBHWarachia623AB.png,
Wara,Half_Moon,H-Wara,Bad News (Malice) (B),800*3 (1947),(1167),90%*3 (M),-,LHA,11,"1, 1 (2) 1",23,-6,37,5.6%*3 (16.8%),https://mizuumi.wiki/images/4/4e/MBHWarachia623AB.png,
Wara,Half_Moon,H-Wara,Bad News (Malice) (EX),650*6 (2547),(1313),90%*6 (M),-,LH,3+9,"1, 1, 1, 1, 1, 1",39,-22,37,-100.0%,https://mizuumi.wiki/images/4/4e/MBHWarachia623AB.png,
Wara,Half_Moon,H-Wara,Replicant Coordinator (Id) (A (Akiha)),800,432,80% (O),-,HA,36,2,18,5,,4.9%,https://mizuumi.wiki/images/7/7e/MBCWarachia214A.png,
Wara,Half_Moon,H-Wara,Replicant Coordinator (Id) (B (Nanaya)),1200,627,80% (O),-,LHA,58,3,36,-,,7.0%,https://mizuumi.wiki/images/7/7e/MBCWarachia214A.png,
Wara,Half_Moon,H-Wara,Replicant Coordinator (Id) (C (Nrvnqsr Chaos)),1600,1152,80% (O),-,LH,75,3,49,-,,9.8%,https://mizuumi.wiki/images/7/7e/MBCWarachia214A.png,
Wara,Half_Moon,H-Wara,Creature Channel (S) (A),-,-,-,-,-,10,-,9,-,18,-,https://mizuumi.wiki/images/c/c8/MBCWarachia421ABC.png,
Wara,Half_Moon,H-Wara,Creature Channel (S) (B),-,-,-,-,-,12,-,20,-,18,-,https://mizuumi.wiki/images/c/c8/MBCWarachia421ABC.png,
Wara,Half_Moon,H-Wara,Creature Channel (S) (C),-,-,-,-,-,13,-,28,-,18,-,https://mizuumi.wiki/images/c/c8/MBCWarachia421ABC.png,
Wara,Half_Moon,H-Wara,Fumble Code (Apothesis) (A),250*9 (1753),(1350),100%,-EX-,LHA,25,X,18,-7,42,1.4%*9 (12.6%),https://mizuumi.wiki/images/8/83/MBCWarachia22AB.png,
Wara,Half_Moon,H-Wara,Fumble Code (Apothesis) ([A]),250*9 (1753),(1350),100%,-EX-,LHA,24,X,21,-7,42,1.4%*9 (12.6%),https://mizuumi.wiki/images/8/83/MBCWarachia22AB.png,
Wara,Half_Moon,H-Wara,Fumble Code (Apothesis) (B),250*9 (1753),(1350),100%,-EX-,LHA,25,X,20,-9,42,1.4%*9 (12.6%),https://mizuumi.wiki/images/8/83/MBCWarachia22AB.png,
Wara,Half_Moon,H-Wara,Fumble Code (Apothesis) ([B]),250*9 (1753),(1350),100%,-EX-,LHA,24,X,23,-9,42,1.4%*9 (12.6%),https://mizuumi.wiki/images/8/83/MBCWarachia22AB.png,
Wara,Half_Moon,H-Wara,Fumble Code (Apothesis) (EX),250*N,96*N,100%,-,LHA,6+12,X,44,-8,42,-100.0%,https://mizuumi.wiki/images/8/83/MBCWarachia22AB.png,
Wara,Half_Moon,H-Wara,Creature Channel (Apotheosis) (EX (Red Arcueid)),"200*4, 1800*2 (3550)",(2227),"100%*4, 80% (M), 60% (M)",-,LHA,2+2,"13 x1, (10) X (17) X",2+55,-,,-150%,https://mizuumi.wiki/images/f/f6/MBCWarachia63214C.png,
Wara,Half_Moon,H-Wara,Bad News (Lie) (Air) (A),500*3 (1165),(559),70% (O),-,"LHA (1), HA (2, Whiffs vs. Crouch.)",16,"1, 1, 1",Until Landing+12,2 ~ 14,30,4.2%*3 (12.6%),https://mizuumi.wiki/images/a/ae/MBHWarachiaj236A.png,
Wara,Half_Moon,H-Wara,Bad News (Lie) (Air) (B),700*2 (1039),(455),50% (O),-EX-,LHA,16,"1, 1, 1",Until Landing+12,-24 (TK),30,5.25%*2 (10.5%),https://mizuumi.wiki/images/a/ae/MBHWarachiaj236A.png,
Wara,Half_Moon,H-Wara,Bad News (Lie) (Air) ([B]),700*3 (1367),(598),50% (O),"-EX-, -J-",LHA,26,"1, 1, 1",Until Landing+12,-16 (TK),30,5.25%*3 (15.75%),https://mizuumi.wiki/images/a/ae/MBHWarachiaj236A.png,
Wara,Half_Moon,H-Wara,Bad News (Lie) (Air) (EX),620*3 (1326),(717),"70% (O), 95%*2 (M)",-,LHA,1+16,"1, 1, 1, 1, 1, 1",Until Landing+12,18 (TK),30,-100.0%,https://mizuumi.wiki/images/a/ae/MBHWarachiaj236A.png,
Wara,Half_Moon,H-Wara,Creature Channel (No Id)(Ex: Creature Channel (Gestalt)) (A / [A]),350*N,192*N,100%,-,LHA,13,17~48,53~54 / 73~74,-,,2.1%*N,https://mizuumi.wiki/images/5/5a/MBCWarachiaj421AB.png,
Wara,Half_Moon,H-Wara,Creature Channel (No Id)(Ex: Creature Channel (Gestalt)) (B / [B]),280*N,144*N,100%,-,LHA,13,19~66,61~62 / 81~82,-,,1.05%*N,https://mizuumi.wiki/images/5/5a/MBCWarachiaj421AB.png,
Wara,Half_Moon,H-Wara,Creature Channel (No Id)(Ex: Creature Channel (Gestalt)) (EX),500*N,384*N,100%,-,LHA,1+13,31~67,57~93,-,,-100.0%,https://mizuumi.wiki/images/5/5a/MBCWarachiaj421AB.png,
Wara,Half_Moon,H-Wara,Night on the Blood Liar (Unzanity),"100, 500*10, 4000 (3284)",(2460),50% (O),-,LHA,6+13,1 (1) 2 (2) 2 (2) 2 (2) 2 (2) 2 (4) 2,48,-32,92,removes all,https://mizuumi.wiki/images/2/2b/MBCWarachiaAD.png,
Wara,Crescent_Moon,C-Wara,5A,300,176,78% (O),"-SE-, -N-, -SP-, -EX-, (J)",LH,5,3,9,0,16,3.0%,https://mizuumi.wiki/images/f/fa/MBCWarachia5A.png,
Wara,Crescent_Moon,C-Wara,5B,"600, 450 (948)",(541),80% (O),"N, SP, EX, (J)",LH,8,"2, 6",14,-5,29,"4.0%, 3.0% (7.0%)",https://mizuumi.wiki/images/6/69/MBCWarachia5B.png,
Wara,Crescent_Moon,C-Wara,5C (5C),"600, 500, 400 (1459)",(761),100%,"N, SP, EX, (J)","LH (1), LHA (2)",15,"3, 3, 3",13,2,36,4.0%*3 (12.0%),https://mizuumi.wiki/images/4/4a/MBCWarachia5C.png,
Wara,Crescent_Moon,C-Wara,5C (5[C]),600*3 (1342),(656),"65%*2 (O), 90% (M)","N, SP, EX, (J)",LH,21,"3, 3, 3",12,4,36,4.0%*3 (12.0%),https://mizuumi.wiki/images/4/4a/MBCWarachia5C.png,
Wara,Crescent_Moon,C-Wara,2A,300,147,76% (O),"-SE-, -N-, -SP-, -EX-, (J)",L,6,3,10,-1,18,3.0%,https://mizuumi.wiki/images/6/66/MBCWarachia2A.png,
Wara,Crescent_Moon,C-Wara,2B,750,470,80% (O),"N, SP, EX, (J)",LH,8,6,19,-10,32,8.0%,https://mizuumi.wiki/images/0/09/MBCWarachia2B.png,
Wara,Crescent_Moon,C-Wara,2C (2C),"800, 400 (1131)",(706),65% (O),"N, SP, EX, (J)",L,10,"6, 4",21,-7,40,"7.0%, 5.0% (12.0%)",https://mizuumi.wiki/images/4/43/MBCWarachia2C.png,
Wara,Crescent_Moon,C-Wara,2C (2[C]),100,98,100%,-,LHA,24,X,29,-9,40,5.0%,https://mizuumi.wiki/images/4/43/MBCWarachia2C.png,
Wara,Crescent_Moon,C-Wara,j.A,300,98,75% (O),"SE, N, SP, EX, J",LHA,6,4,10,-,19,3.0%,https://mizuumi.wiki/images/9/9f/MBCWarachiajA.png,
Wara,Crescent_Moon,C-Wara,j.B,"600, 400 (967)",(473),95%*2 (M),"N, SP, EX, J",HA,9,"4, 6",-,-,18,6.0%*2 (12.0%),https://mizuumi.wiki/images/8/8a/MBCWarachiajB.png,
Wara,Crescent_Moon,C-Wara,j.C,400*3 (1162),(682),100%,"N, SP, EX, J",HA,13,"2, 2, 4",-,-,20,6.0%*3 (18.0%),https://mizuumi.wiki/images/f/fb/MBCWarachiajC.png,
Wara,Crescent_Moon,C-Wara,6C (6C),1000,686,75% (O),"N, SP, EX, (J)",LHA,16,7,19,-8,41,13.0%,https://mizuumi.wiki/images/9/90/MBCWarachia6C.png,
Wara,Crescent_Moon,C-Wara,6C (6[C]),1500,980,60% (O),"N, SP, EX, (J)",H,29,7,14,-3,41,15.0%,https://mizuumi.wiki/images/9/90/MBCWarachia6C.png,
